|sentence_text|sentence_number|paragraph_number|title|publication_date|genre
1945|It is possible, indeed, that poison, accidentally introduced into some of their sea-stores, may have brought about the disaster, or that the eating of some unknown venomous species of fish, or other marine animal, or oceanic bird, might have induced it,–but it is utterly useless to form conjectures where all is involved, and will, no doubt, remain for ever involved, in the most appalling and unfathomable mystery. 254709|5|125|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1946|We spent the remainder of the day in a condition of stupid lethargy, gazing after the retreating vessel until the darkness, hiding her from our sight, recalled us in some measure to our senses. 255125|0|126|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1947|The pangs of hunger and thirst then returned, absorbing all other cares and considerations. 255318|1|126|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1948|Nothing, however, could be done until the morning, and, securing ourselves as well as possible, we endeavoured to snatch a little repose. 255409|2|126|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1949|In this I succeeded beyond my expectations, sleeping until my companions, who had not been so fortunate, aroused me at daybreak to renew our attempts at getting up provisions from the hull. 255546|3|126|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1950|It was now a dead calm, with the sea as smooth as I have ever known it,–the weather warm and pleasant. 255735|0|127|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1951|The brig was out of sight. 255837|1|127|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1952|We commenced our operations by wrenching off, with some trouble, another of the forechains; and having fastened both to Peters' feet, he again made an endeavour to reach the door of the storeroom, thinking it possible that he might be able to force it open, provided he could get at it in sufficient time; and this he hoped to do, as the hulk lay much more steadily than before. 255863|2|127|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1953|He succeeded very quickly in reaching the door, when, loosening one of the chains from his ankle, be made every exertion to force the passage with it, but in vain, the framework of the room being far stronger than was anticipated. 256241|0|128|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1954|He was quite exhausted with his long stay under water, and it became absolutely necessary that some other one of us should take his place. 256471|1|128|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1955|For this service Parker immediately volunteered; but, after making three ineffectual efforts, found that he could never even succeed in getting near the door. 256609|2|128|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1956|The condition of Augustus's wounded arm rendered it useless for him to attempt going down, as he would be unable to force the room open should be reach it, and it accordingly now devolved upon me to exert myself for our common deliverance. 256767|3|128|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1957|Peters had left one of the chains in the passage, and I found, upon plunging in, that I had not sufficient balance to keep me firmly down. 257006|0|129|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1958|I determined, therefore, to attempt no more, in my first effort, than merely to recover the other chain. 257144|1|129|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1959|In groping along the floor of the passage for this, I felt a hard substance, which I immediately grasped, not having time to ascertain what it was, but returning and ascending instantly to the surface. 257248|2|129|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1960|The prize proved to be a bottle, and our joy may be conceived when I say that it was found to be full of port wine. 257449|3|129|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1961|Giving thanks to God for this timely and cheering assistance, we immediately drew the cork with my penknife, and, each taking a moderate sup, felt the most indescribable comfort from the warmth, strength, and spirits with which it inspired us. 257564|4|129|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1962|We then carefully recorked the bottle, and, by means of a handkerchief, swung it in such a manner that there was no possibility of its getting broken. 257807|5|129|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1963|While the ship was yet in stays, the mate lowered the jolly-boat and jumped into her with the very two men, I believe, who spoke up as having seen me at the helm. 257957|0|13|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1964|They had just left the lee of the vessel (the moon still shining brightly) when she made a long and heavy roll to windward, and Henderson, at the same moment, starting up in his seat bawled out to his crew to back water. 258119|1|13|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1965|The head of the bolt had made its way through the collar of the green baize jacket I had on, and through the back part of my neck, forcing itself out between two sinews and just below the right ear. 258339|10|13|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1966|I was immediately put to bed–although life seemed to be totally extinct. 258537|11|13|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1967|There was no surgeon on board. 258609|12|13|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1968|The captain, however, treated me with every attention–to make amends, I presume, in the eyes of his crew, for his atrocious behaviour in the previous portion of the adventure. 258639|13|13|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1969|He would say nothing else–repeating his cry impatiently, back water! 258814|2|13|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1970|black water! 258882|3|13|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1971|The men put back as speedily as possible, but by this time the ship had gone round, and gotten fully under headway, although all hands on board were making great exertions to take in sail. 258894|4|13|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1972|In despite of the danger of the attempt, the mate clung to the main-chains as soon as they came within his reach. 259082|5|13|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1973|Another huge lurch now brought the starboard side of the vessel out of water nearly as far as her keel, when the cause of his anxiety was rendered obvious enough. 259195|6|13|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1974|The body of a man was seen to be affixed in the most singular manner to the smooth and shining bottom (the Penguin was coppered and copper-fastened), and beating violently against it with every movement of the hull. 259357|7|13|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1975|After several ineffectual efforts, made during the lurches of the ship, and at the imminent risk of swamping the boat I was finally disengaged from my perilous situation and taken on board–for the body proved to be my own. 259572|8|13|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1976|It appeared that one of the timber-bolts having started and broken a passage through the copper, it had arrested my progress as I passed under the ship, and fastened me in so extraordinary a manner to her bottom. 259794|9|13|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1977|Having rested a while after this fortunate discovery, I again descended, and now recovered the chain, with which I instantly came up. 260006|0|130|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1978|I then fastened it on and went down for the third time, when I became fully satisfied that no exertions whatever, in that situation, would enable me to force open the door of the storeroom. 260139|1|130|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1979|I therefore returned in despair. 260328|2|130|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1980|There seemed now to be no longer any room for hope, and I could perceive in the countenances of my companions that they had made up their minds to perish. 260360|0|131|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1981|The wine had evidently produced in them a species of delirium, which, perhaps, I had been prevented from feeling by the immersion I had undergone since drinking it. 260514|1|131|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1982|I remonstrated with them on the heartlessness of their conduct, when Augustus burst into tears. 260678|10|131|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1983|The other two endeavoured to laugh the matter off as a joke, but I hope never again to behold laughter of such a species: the distortion of countenance was absolutely frightful. 260773|11|131|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1984|Indeed, it was apparent that the stimulus, in the empty state of their stomachs, had taken instant and violent effect, and that they were all exceedingly intoxicated. 260950|12|131|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1985|With great difficulty I prevailed upon them to lie down, when they fell very soon into a heavy slumber, accompanied with loud stertorous breathing. 261116|13|131|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1986|I now found myself, as it were, alone in the brig, and my reflections, to be sure, were of the most fearful and gloomy nature. 261263|14|131|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1987|No prospect offered itself to my view but a lingering death by famine, or, at the best, by being overwhelmed in the first gale which should spring up, for in our present exhausted condition we could have no hope of living through another. 261389|15|131|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1988|They talked incoherently, and about matters unconnected with our condition, Peters repeatedly asking me questions about Nantucket. 261627|2|131|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1989|Augustus, too, I remember, approached me with a serious air, and requested me to lend him a pocket-comb, as his hair was full of fish-scales, and he wished to get them out before going on shore. 261757|3|131|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1990|Parker appeared somewhat less affected, and urged me to dive at random into the cabin, and bring up any article which might come to hand. 261951|4|131|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1991|To this I consented, and, in the first attempt, after staying under a full minute, brought up a small leather trunk belonging to Captain Barnard. 262088|5|131|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1992|This was immediately opened in the faint hope that it might contain something to eat or drink. 262233|6|131|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1993|We found nothing, however, except a box of razors and two linen shirts. 262327|7|131|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1994|I now went down again, and returned without any success. 262398|8|131|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1995|As my head came above water I heard a crash on deck, and, upon getting up, saw that my companions had ungratefully taken advantage of my absence to drink the remainder of the wine, having let the bottle fall in the endeavour to replace it before I saw them. 262454|9|131|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1996|The gnawing hunger which I now experienced was nearly insupportable, and I felt myself capable of going to any lengths in order to appease it. 262711|0|132|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1997|With my knife I cut off a small portion of the leather trunk, and endeavoured to eat it, but found it utterly impossible to swallow a single morsel, although I fancied that some little alleviation of my suffering was obtained by chewing small pieces of it and spitting them out. 262853|1|132|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1998|Having explained my object, he expressed himself indebted to me, and said that he felt greatly better from the immersion, afterward conversing sensibly upon our situation. 263131|10|132|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
1999|We then resolved to treat Augustus and Peters in the same way, which we immediately did, when they both experienced much benefit from the shock. 263302|11|132|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2000|This idea of sudden immersion had been suggested to me by reading in some medical work the good effect of the shower-bath in a case where the patient was suffering from mania a potu. 263446|12|132|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2001|Toward night my companions awoke, one by one, each in an indescribable state of weakness and horror, brought on by the wine, whose fumes had now evaporated. 263628|2|132|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2002|They shook as if with a violent ague, and uttered the most lamentable cries for water. 263784|3|132|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2003|Their condition affected me in the most lively degree, at the same time causing me to rejoice in the fortunate train of circumstances which had prevented me from indulging in the wine, and consequently from sharing their melancholy and most distressing sensations. 263870|4|132|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2004|Their conduct, however, gave me great uneasiness and alarm; for it was evident that, unless some favourable change took place, they could afford me no assistance in providing for our common safety. 264134|5|132|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2005|I had not yet abandoned all idea being able to get up something from below; but the attempt could not possibly be resumed until some one of them was sufficiently master of himself to aid me by holding the end of the rope while I went down. 264331|6|132|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2006|Parker appeared to be somewhat more in possession of his senses than the others, and I endeavoured, by every means in my power, to rouse him. 264570|7|132|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2007|Thinking that a plunge in the sea-water might have a beneficial effect, I contrived to fasten the end of a rope around his body, and then, leading him to the companion-way (he remaining quite passive all the while), pushed him in, and immediately drew him out. 264711|8|132|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2008|I had good reason to congratulate myself upon having made this experiment; for he appeared much revived and invigorated, and, upon getting out, asked me, in a rational manner, why I had so served him. 264971|9|132|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2009|Finding that I could now trust my companions to hold the end of the rope, I again made three or four plunges into the cabin, although it was now quite dark, and a gentle but long swell from the northward rendered the hulk somewhat unsteady. 265171|0|133|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2010|In the course of these attempts I succeeded in bringing up two case-knives, a three-gallon jug, empty, and a blanket, but nothing which could serve us for food. 265411|1|133|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2011|I continued my efforts, after getting these articles, until I was completely exhausted, but brought up nothing else. 265571|2|133|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2012|During the night Parker and Peters occupied themselves by turns in the same manner; but nothing coming to hand, we now gave up this attempt in despair, concluding that we were exhausting ourselves in vain. 265687|3|133|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2013|We passed the remainder of this night in a state of the most intense mental and bodily anguish that can possibly be imagined. 265892|0|134|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2014|The morning of the sixteenth at length dawned, and we looked eagerly around the horizon for relief, but to no purpose. 266017|1|134|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2015|At intervals, however, they would appear to revive suddenly, as if inspired all at once with a consciousness of their condition, when they would spring upon their feet in a momentary flash of vigour, and speak, for a short period, of their prospects, in a manner altogether rational, although full of the most intense despair. 266135|10|134|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2016|It is possible, however, that my companions may have entertained the same opinion of their own condition as I did of mine, and that I may have unwittingly been guilty of the same extravagances and imbecilities as themselves–this is a matter which cannot be determined. 266461|11|134|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2017|The sea was still smooth, with only a long swell from the northward, as on yesterday. 266729|2|134|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2018|This was the sixth day since we had tasted either food or drink, with the exception of the bottle of port wine, and it was clear that we could hold out but a very little while longer unless something could be obtained. 266814|3|134|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2019|I never saw before, nor wish to see again, human beings so utterly emaciated as Peters and Augustus. 267032|4|134|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2020|Had I met them on shore in their present condition I should not have had the slightest suspicion that I had ever beheld them. 267132|5|134|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2021|Their countenances were totally changed in character, so that I could not bring myself to believe them really the same individuals with whom I had been in company but a few days before. 267257|6|134|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2022|Parker, although sadly reduced, and so feeble that he could not raise his head from his bosom, was not so far gone as the other two. 267442|7|134|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2023|He suffered with great patience, making no complaint, and endeavouring to inspire us with hope in every manner he could devise. 267574|8|134|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2024|For myself, although at the commencement of the voyage I had been in bad health, and was at all times of a delicate constitution, I suffered less than any of us, being much less reduced in frame, and retaining my powers of mind in a surprising degree, while the rest were completely prostrated in intellect, and seemed to be brought to a species of second childhood, generally simpering in their expressions, with idiotic smiles, and uttering the most absurd platitudes. 267701|9|134|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2025|About noon Parker declared that he saw land off the larboard quarter, and it was with the utmost difficulty I could restrain him from plunging into the sea with the view of swimming toward it. 268171|0|135|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2026|Peters and Augustus took little notice of what he said, being apparently wrapped up in moody contemplation. 268363|1|135|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2027|Upon looking in the direction pointed out, I could not perceive the faintest appearance of the shore–indeed, I was too well aware that we were far from any land to indulge in a hope of that nature. 268470|2|135|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2028|It was a long time, nevertheless, before I could convince Parker of his mistake. 268667|3|135|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2029|He then burst into a flood of tears, weeping like a child, with loud cries and sobs, for two or three hours, when becoming exhausted, he fell asleep. 268747|4|135|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2030|Peters and Augustus now made several ineffectual efforts to swallow portions of the leather. 268896|0|136|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2031|I advised them to chew it and spit it out; but they were too excessively debilitated to be able to follow my advice. 268988|1|136|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2032|I continued to chew pieces of it at intervals, and found some relief from so doing; my chief distress was for water, and I was only prevented from taking a draught from the sea by remembering the horrible consequences which thus have resulted to others who were similarly situated with ourselves. 269104|2|136|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2033|The day wore on in this manner, when I suddenly discovered a sail to the eastward, and on our larboard bow. 269400|0|137|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2034|She appeared to be a large ship, and was coming nearly athwart us, being probably twelve or fifteen miles distant. 269507|1|137|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2035|None of my companions had as yet discovered her, and I forbore to tell them of her for the present, lest we might again be disappointed of relief. 269621|2|137|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2036|At length upon her getting nearer, I saw distinctly that she was heading immediately for us, with her light sails filled. 269767|3|137|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2037|I could now contain myself no longer, and pointed her out to my fellow-sufferers. 269888|4|137|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2038|They immediately sprang to their feet, again indulging in the most extravagant demonstrations of joy, weeping, laughing in an idiotic manner, jumping, stamping upon the deck, tearing their hair, and praying and cursing by turns. 269969|5|137|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2039|I was so affected by their conduct, as well as by what I considered a sure prospect of deliverance, that I could not refrain from joining in with their madness, and gave way to the impulses of my gratitude and ecstasy by lying and rolling on the deck, clapping my hands, shouting, and other similar acts, until I was suddenly called to my recollection, and once more to the extreme human misery and despair, by perceiving the ship all at once with her stern fully presented toward us, and steering in a direction nearly opposite to that in which I had at first perceived her. 270197|6|137|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2040|It was some time before I could induce my poor companions to believe that this sad reverse in our prospects had actually taken place. 270772|0|138|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2041|They replied to all my assertions with a stare and a gesture implying that they were not to be deceived by such misrepresentations. 270905|1|138|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2042|The conduct of Augustus most sensibly affected me. 271036|2|138|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2043|In spite of all I could say or do to the contrary, he persisted in saying that the ship was rapidly nearing us, and in making preparations to go on board of her. 271086|3|138|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2044|Some seaweed floating by the brig, he maintained that it was the ship's boat, and endeavoured to throw himself upon it, howling and shrieking in the most heartrending manner, when I forcibly restrained him from thus casting himself into the sea. 271247|4|138|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2045|Having become in some degree pacified, we continued to watch the ship until we finally lost sight of her, the weather becoming hazy, with a light breeze springing up. 271492|0|139|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2046|As soon as she was entirely gone, Parker turned suddenly toward me with an expression of countenance which made me shudder. 271658|1|139|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2047|There was about him an air of self-possession which I had not noticed in him until now, and before he opened his lips my heart told me what he would say. 271781|2|139|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2048|He proposed, in a few words, that one of us should die to preserve the existence of the others. 271934|3|139|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2049|In the meantime, Henderson had again put off from the ship, although the wind was now blowing almost a hurricane. 272029|0|14|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2050|He had not been gone many minutes when he fell in with some fragments of our boat, and shortly afterward one of the men with him asserted that he could distinguish a cry for help at intervals amid the roaring of the tempest. 272142|1|14|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2051|This induced the hardy seamen to persevere in their search for more than half an hour, although repeated signals to return were made them by Captain Block, and although every moment on the water in so frail a boat was fraught to them with the most imminent and deadly peril. 272366|2|14|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2052|Indeed, it is nearly impossible to conceive how the small jolly they were in could have escaped destruction for a single instant. 272640|3|14|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2053|She was built, however, for the whaling service, and was fitted, as I have since had reason to believe, with air-boxes, in the manner of some life-boats used on the coast of Wales. 272769|4|14|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2054|I had for some time past, dwelt upon the prospect of our being reduced to this last horrible extremity, and had secretly made up my mind to suffer death in any shape or under any circumstances rather than resort to such a course. 272949|0|140|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2055|Nor was this resolution in any degree weakened by the present intensity of hunger under which I laboured. 273178|1|140|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2056|The proposition had not been heard by either Peters or Augustus. 273283|2|140|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2057|I therefore took Parker aside; and mentally praying to God for power to dissuade him from the horrible purpose he entertained, I expostulated with him for a long time, and in the most supplicating manner, begging him in the name of every thing which he held sacred, and urging him by every species of argument which the extremity of the case suggested, to abandon the idea, and not to mention it to either of the other two. 273347|3|140|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2058|He heard all I said without attempting to controvert any of my arguments, and I had begun to hope that he would be prevailed upon to do as I desired. 273770|0|141|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2059|But when I had ceased speaking, he said that he knew very well all I had said was true, and that to resort to such a course was the most horrible alternative which could enter into the mind of man; but that he had now held out as long as human nature could be sustained; that it was unnecessary for all to perish, when, by the death of one, it was possible, and even probable, that the rest might be finally preserved; adding that I might save myself the trouble of trying to turn him from his purpose, his mind having been thoroughly made up on the subject even before the appearance of the ship, and that only her heaving in sight had prevented him from mentioning his intention at an earlier period. 273919|1|141|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2060|I now begged him, if he would not be prevailed upon to abandon his design, at least to defer it for another day, when some vessel might come to our relief; again reiterating every argument I could devise, and which I thought likely to have influence with one of his rough nature. 274621|0|142|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2061|He said, in reply, that he had not spoken until the very last possible moment, that he could exist no longer without sustenance of some kind, and that therefore in another day his suggestion would be too late, as regarded himself at least. 274900|1|142|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2062|Finding that he was not to be moved by anything I could say in a mild tone, I now assumed a different demeanor, and told him that he must be aware I had suffered less than any of us from our calamities; that my health and strength, consequently, were at that moment far better than his own, or than that either of Peters or Augustus; in short, that I was in a condition to have my own way by force if I found it necessary; and that if he attempted in any manner to acquaint the others with his bloody and cannibal designs, I would not hesitate to throw him into the sea. 275139|0|143|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
